id,entity,question,keep,drop_reasons,en_status,en_lead_sentences,en_url,zh_status,zh_lead_sentences,zh_url,ko_status,ko_lead_sentences,ko_url,ru_status,ru_lead_sentences,ru_url
T2-20,mechanical clock,Who invented the mechanical clock?,True,,scraped,26,https://en.wikipedia.org/wiki/mechanical_clock,scraped,15,https://zh.wikipedia.org/wiki/%E6%99%82%E9%90%98,scraped,11,https://ko.wikipedia.org/wiki/%EC%8B%9C%EA%B3%84,scraped,6,https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D1%81%D1%8B
T2-21,electric motor,Who invented the electric motor?,True,,scraped,15,https://en.wikipedia.org/wiki/electric_motor,scraped,10,https://zh.wikipedia.org/wiki/%E7%94%B5%E5%8A%A8%E6%9C%BA,scraped,8,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%8F%99%EA%B8%B0,scraped,4,https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D0%B2%D0%B8%D0%B3%D0%B0%D1%82%D0%B5%D0%BB%D1%8C
T2-23,photography,Who invented photography?,True,,scraped,11,https://en.wikipedia.org/wiki/photography,scraped,4,https://zh.wikipedia.org/wiki/%E6%91%84%E5%BD%B1,scraped,5,https://ko.wikipedia.org/wiki/%EC%82%AC%EC%A7%84%EC%88%A0,scraped,10,https://ru.wikipedia.org/wiki/%D0%A4%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F
T2-24,bicycle,Who invented the bicycle?,True,,scraped,13,https://en.wikipedia.org/wiki/bicycle,scraped,13,https://zh.wikipedia.org/wiki/%E9%9B%99%E8%BC%AA%E8%BB%8A,scraped,8,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%A0%84%EA%B1%B0,scraped,12,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%BE%D1%81%D0%B8%D0%BF%D0%B5%D0%B4
T2-25,aspirin,Who invented aspirin?,True,,scraped,20,https://en.wikipedia.org/wiki/aspirin,scraped,10,https://zh.wikipedia.org/wiki/%E4%B9%99%E9%85%B0%E6%B0%B4%E6%9D%A8%E9%85%B8,scraped,13,https://ko.wikipedia.org/wiki/%EC%95%84%EC%8A%A4%ED%94%BC%EB%A6%B0,scraped,7,https://ru.wikipedia.org/wiki/%D0%90%D1%86%D0%B5%D1%82%D0%B8%D0%BB%D1%81%D0%B0%D0%BB%D0%B8%D1%86%D0%B8%D0%BB%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%B0
T2-26,stethoscope,Who invented the stethoscope?,True,,scraped,6,https://en.wikipedia.org/wiki/stethoscope,scraped,9,https://zh.wikipedia.org/wiki/%E8%81%BD%E8%A8%BA%E5%99%A8,scraped,4,https://ko.wikipedia.org/wiki/%EC%B2%AD%EC%A7%84%EA%B8%B0,scraped,9,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D1%82%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
T2-27,microwave oven,Who invented the microwave oven?,True,,scraped,18,https://en.wikipedia.org/wiki/microwave_oven,scraped,3,https://zh.wikipedia.org/wiki/%E5%BE%AE%E6%B3%A2%E7%82%89,scraped,10,https://ko.wikipedia.org/wiki/%EC%A0%84%EC%9E%90%EB%A0%88%EC%9D%B8%EC%A7%80,scraped,9,https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BA%D1%80%D0%BE%D0%B2%D0%BE%D0%BB%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BF%D0%B5%D1%87%D1%8C
T2-28,vacuum cleaner,Who invented the vacuum cleaner?,True,,scraped,4,https://en.wikipedia.org/wiki/vacuum_cleaner,scraped,9,https://zh.wikipedia.org/wiki/%E5%90%B8%E5%A1%B5%E6%A9%9F,scraped,7,https://ko.wikipedia.org/wiki/%EC%A7%84%EA%B3%B5_%EC%B2%AD%EC%86%8C%EA%B8%B0,scraped,8,https://ru.wikipedia.org/wiki/%D0%9F%D1%8B%D0%BB%D0%B5%D1%81%D0%BE%D1%81
T2-29,locomotive,Who invented the locomotive?,True,,scraped,3,https://en.wikipedia.org/wiki/locomotive,scraped,8,https://zh.wikipedia.org/wiki/%E9%90%B5%E8%B7%AF%E6%A9%9F%E8%BB%8A,scraped,9,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B4%80%EC%B0%A8,scraped,17,https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BA%D0%BE%D0%BC%D0%BE%D1%82%D0%B8%D0%B2
T2-30,typewriter,Who invented the typewriter?,True,,scraped,15,https://en.wikipedia.org/wiki/typewriter,scraped,3,https://zh.wikipedia.org/wiki/%E6%89%93%E5%AD%97%E6%9C%BA,scraped,6,https://ko.wikipedia.org/wiki/%ED%83%80%EC%9E%90%EA%B8%B0,scraped,10,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%88%D1%83%D1%89%D0%B0%D1%8F_%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%BA%D0%B0
T3-01,Australia,Who discovered Australia?,True,,scraped,22,https://en.wikipedia.org/wiki/Australia,scraped,40,https://zh.wikipedia.org/wiki/%E6%BE%B3%E5%A4%A7%E5%88%A9%E4%BA%9A,scraped,13,https://ko.wikipedia.org/wiki/%EC%98%A4%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%BC%EB%A6%AC%EC%95%84,scraped,15,https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%BB%D0%B8%D1%8F
T3-02,New Zealand,Who discovered New Zealand?,True,,scraped,32,https://en.wikipedia.org/wiki/New_Zealand,scraped,10,https://zh.wikipedia.org/wiki/%E6%96%B0%E8%A5%BF%E5%85%B0,scraped,23,https://ko.wikipedia.org/wiki/%EB%89%B4%EC%A7%88%EB%9E%9C%EB%93%9C,scraped,7,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F_%D0%97%D0%B5%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F
T3-03,Antarctica,Who discovered Antarctica?,True,,scraped,26,https://en.wikipedia.org/wiki/Antarctica,scraped,19,https://zh.wikipedia.org/wiki/%E5%8D%97%E6%9E%81%E6%B4%B2,scraped,16,https://ko.wikipedia.org/wiki/%EB%82%A8%EA%B7%B9,scraped,14,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%BA%D1%82%D0%B8%D0%B4%D0%B0
T3-04,Hawaii,Who discovered Hawaii?,True,,scraped,67,https://en.wikipedia.org/wiki/Hawaii,scraped,9,https://zh.wikipedia.org/wiki/%E5%A4%8F%E5%A8%81%E5%A4%B7%E5%B7%9E,scraped,9,https://ko.wikipedia.org/wiki/%ED%95%98%EC%99%80%EC%9D%B4%EC%A3%BC,scraped,12,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D0%B0%D0%B9%D0%B8
T3-05,Greenland,Who discovered Greenland?,True,,scraped,32,https://en.wikipedia.org/wiki/Greenland,scraped,28,https://zh.wikipedia.org/wiki/%E6%A0%BC%E9%99%B5%E5%85%B0,scraped,24,https://ko.wikipedia.org/wiki/%EA%B7%B8%EB%A6%B0%EB%9E%80%EB%93%9C,scraped,3,https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D0%BD%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F_(%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D0%B0%D1%8F_%D0%B5%D0%B4%D0%B8%D0%BD%D0%B8%D1%86%D0%B0)
T3-06,structure of DNA,Who discovered the structure of DNA?,True,,scraped,10,https://en.wikipedia.org/wiki/structure_of_DNA,scraped,7,https://zh.wikipedia.org/wiki/%E6%A0%B8%E9%85%B8%E5%8F%8C%E8%9E%BA%E6%97%8B,scraped,13,https://ko.wikipedia.org/wiki/%ED%95%B5%EC%82%B0_%EC%9D%B4%EC%A4%91_%EB%82%98%EC%84%A0,scraped,9,https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0%D1%8F_%D1%81%D0%BF%D0%B8%D1%80%D0%B0%D0%BB%D1%8C_%D0%BD%D1%83%D0%BA%D0%BB%D0%B5%D0%B8%D0%BD%D0%BE%D0%B2%D1%8B%D1%85_%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82
T3-07,Neptune,Who discovered Neptune?,True,,scraped,34,https://en.wikipedia.org/wiki/Neptune,scraped,16,https://zh.wikipedia.org/wiki/%E6%B5%B7%E7%8E%8B%E6%98%9F,scraped,17,https://ko.wikipedia.org/wiki/%ED%95%B4%EC%99%95%EC%84%B1,scraped,15,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BF%D1%82%D1%83%D0%BD
T3-08,continental drift,Who discovered continental drift?,True,,scraped,7,https://en.wikipedia.org/wiki/continental_drift,scraped,11,https://zh.wikipedia.org/wiki/%E5%A4%A7%E9%99%86%E6%BC%82%E7%A7%BB%E5%AD%A6%E8%AF%B4,scraped,11,https://ko.wikipedia.org/wiki/%EB%8C%80%EB%A5%99_%EC%9D%B4%EB%8F%99%EC%84%A4,scraped,12,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BE%D1%80%D0%B8%D1%8F_%D0%B4%D1%80%D0%B5%D0%B9%D1%84%D0%B0_%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BA%D0%BE%D0%B2
T3-09,evolution by natural selection,Who discovered evolution by natural selection?,True,,scraped,27,https://en.wikipedia.org/wiki/evolution_by_natural_selection,scraped,6,https://zh.wikipedia.org/wiki/%E8%87%AA%E7%84%B6%E9%80%89%E6%8B%A9,scraped,13,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%84%A0%ED%83%9D,scraped,8,https://ru.wikipedia.org/wiki/%D0%95%D1%81%D1%82%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%BE%D1%82%D0%B1%D0%BE%D1%80
T3-10,oxygen,Who discovered oxygen?,True,,scraped,21,https://en.wikipedia.org/wiki/oxygen,scraped,29,https://zh.wikipedia.org/wiki/%E6%B0%A7,scraped,9,https://ko.wikipedia.org/wiki/%EC%82%B0%EC%86%8C,scraped,8,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4
T3-11,radioactivity,Who discovered radioactivity?,True,,scraped,15,https://en.wikipedia.org/wiki/radioactivity,scraped,39,https://zh.wikipedia.org/wiki/%E6%94%BE%E5%B0%84%E6%80%A7%E8%A1%B0%E8%AE%8A,scraped,11,https://ko.wikipedia.org/wiki/%EB%B0%A9%EC%82%AC%EC%84%B1_%EB%B6%95%EA%B4%B4,scraped,1,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B4%D0%B8%D0%BE%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B9_%D1%80%D0%B0%D1%81%D0%BF%D0%B0%D0%B4
T3-12,source of the Nile,Who discovered the source of the Nile?,True,,scraped,25,https://en.wikipedia.org/wiki/source_of_the_Nile,scraped,3,https://zh.wikipedia.org/wiki/%E5%B0%BC%E7%BD%97%E6%B2%B3,scraped,4,https://ko.wikipedia.org/wiki/%EB%82%98%EC%9D%BC%EA%B0%95,scraped,14,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BB
T3-13,Northwest Passage,Who discovered the Northwest Passage?,True,,scraped,16,https://en.wikipedia.org/wiki/Northwest_Passage,scraped,5,https://zh.wikipedia.org/wiki/%E8%A5%BF%E5%8C%97%E8%88%AA%E9%81%93,scraped,8,https://ko.wikipedia.org/wiki/%EB%B6%81%EC%84%9C%ED%95%AD%EB%A1%9C,scraped,7,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BE-%D0%97%D0%B0%D0%BF%D0%B0%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BF%D1%80%D0%BE%D1%85%D0%BE%D0%B4
T3-14,Inca Empire,Who discovered the Inca Empire?,True,,scraped,23,https://en.wikipedia.org/wiki/Inca_Empire,scraped,13,https://zh.wikipedia.org/wiki/%E5%8D%B0%E5%8A%A0%E5%B8%9D%E5%9C%8B,scraped,12,https://ko.wikipedia.org/wiki/%EC%9E%89%EC%B9%B4_%EC%A0%9C%EA%B5%AD,scraped,16,https://ru.wikipedia.org/wiki/%D0%98%D0%BC%D0%BF%D0%B5%D1%80%D0%B8%D1%8F_%D0%B8%D0%BD%D0%BA%D0%BE%D0%B2
T3-15,Olmec civilization,Who discovered the Olmec civilization?,True,,scraped,9,https://en.wikipedia.org/wiki/Olmec_civilization,scraped,8,https://zh.wikipedia.org/wiki/%E5%A5%A5%E5%B0%94%E6%A2%85%E5%85%8B%E6%96%87%E6%98%8E,scraped,2,https://ko.wikipedia.org/wiki/%EC%98%AC%EB%A9%95,scraped,17,https://ru.wikipedia.org/wiki/%D0%9E%D0%BB%D1%8C%D0%BC%D0%B5%D0%BA%D0%B8
T3-16,vitamin C,Who discovered vitamin C?,True,,scraped,18,https://en.wikipedia.org/wiki/vitamin_C,scraped,31,https://zh.wikipedia.org/wiki/%E7%BB%B4%E7%94%9F%E7%B4%A0C,scraped,14,https://ko.wikipedia.org/wiki/%EB%B9%84%ED%83%80%EB%AF%BC_C,scraped,10,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D1%82%D0%B0%D0%BC%D0%B8%D0%BD_C
T3-19,Easter Island,Who discovered Easter Island?,True,,scraped,21,https://en.wikipedia.org/wiki/Easter_Island,scraped,12,https://zh.wikipedia.org/wiki/%E5%BE%A9%E6%B4%BB%E7%AF%80%E5%B3%B6,scraped,7,https://ko.wikipedia.org/wiki/%EC%9D%B4%EC%8A%A4%ED%84%B0%EC%84%AC,scraped,13,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%9F%D0%B0%D1%81%D1%85%D0%B8
T3-20,Galapagos Islands,Who discovered the Galapagos Islands?,True,,scraped,17,https://en.wikipedia.org/wiki/Galapagos_Islands,scraped,1,https://zh.wikipedia.org/wiki/%E5%8A%A0%E6%8B%89%E5%B8%95%E6%88%88%E6%96%AF%E7%BE%A4%E5%B2%9B,scraped,4,https://ko.wikipedia.org/wiki/%EA%B0%88%EB%9D%BC%ED%8C%8C%EA%B3%A0%EC%8A%A4_%EC%A0%9C%EB%8F%84,scraped,11,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D0%BF%D0%B0%D0%B3%D0%BE%D1%81
T3-21,atomic theory,Who discovered atomic theory?,True,,scraped,7,https://en.wikipedia.org/wiki/atomic_theory,scraped,13,https://zh.wikipedia.org/wiki/%E5%8E%9F%E5%AD%90%E7%90%86%E8%AB%96,scraped,12,https://ko.wikipedia.org/wiki/%EC%9B%90%EC%9E%90%EB%A1%A0,scraped,14,https://ru.wikipedia.org/wiki/%D0%90%D1%82%D0%BE%D0%BC%D0%BD%D0%B0%D1%8F_%D1%82%D0%B5%D0%BE%D1%80%D0%B8%D1%8F
T3-22,pulsars,Who discovered pulsars?,True,,scraped,9,https://en.wikipedia.org/wiki/pulsars,scraped,10,https://zh.wikipedia.org/wiki/%E8%84%89%E5%86%B2%E6%98%9F,scraped,21,https://ko.wikipedia.org/wiki/%ED%8E%84%EC%82%AC,scraped,10,https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D0%BB%D1%8C%D1%81%D0%B0%D1%80
T3-23,expanding universe,Who discovered the expanding universe?,True,,scraped,15,https://en.wikipedia.org/wiki/expanding_universe,scraped,4,https://zh.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E7%9A%84%E8%86%A8%E8%84%B9,scraped,14,https://ko.wikipedia.org/wiki/%EC%9A%B0%EC%A3%BC%ED%8C%BD%EC%B0%BD,scraped,7,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D1%88%D0%B8%D1%80%D0%B5%D0%BD%D0%B8%D0%B5_%D0%92%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9
T3-24,Higgs boson,Who discovered the Higgs boson?,True,,scraped,17,https://en.wikipedia.org/wiki/Higgs_boson,scraped,15,https://zh.wikipedia.org/wiki/%E5%B8%8C%E6%A0%BC%E6%96%AF%E7%8E%BB%E8%89%B2%E5%AD%90,scraped,9,https://ko.wikipedia.org/wiki/%ED%9E%89%EC%8A%A4_%EB%B3%B4%EC%86%90,scraped,11,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B7%D0%BE%D0%BD_%D0%A5%D0%B8%D0%B3%D0%B3%D1%81%D0%B0
T3-25,X-rays,Who discovered X-rays?,True,,scraped,10,https://en.wikipedia.org/wiki/X-rays,scraped,4,https://zh.wikipedia.org/wiki/X%E5%B0%84%E7%BA%BF,scraped,18,https://ko.wikipedia.org/wiki/%EC%97%91%EC%8A%A4%EC%84%A0,scraped,15,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_%D0%B8%D0%B7%D0%BB%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5
T3-27,bacteria,Who discovered bacteria?,True,,scraped,23,https://en.wikipedia.org/wiki/bacteria,scraped,37,https://zh.wikipedia.org/wiki/%E7%BB%86%E8%8F%8C,scraped,21,https://ko.wikipedia.org/wiki/%EC%84%B8%EA%B7%A0,scraped,22,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BA%D1%82%D0%B5%D1%80%D0%B8%D0%B8
T4-01,Renaissance,When did the Renaissance start?,True,,scraped,12,https://en.wikipedia.org/wiki/Renaissance,scraped,25,https://zh.wikipedia.org/wiki/%E6%96%87%E8%89%BA%E5%A4%8D%E5%85%B4,scraped,14,https://ko.wikipedia.org/wiki/%EB%A5%B4%EB%84%A4%EC%83%81%EC%8A%A4,scraped,14,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B7%D1%80%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5
T4-02,Middle Ages,When did the Middle Ages start?,True,,scraped,28,https://en.wikipedia.org/wiki/Middle_Ages,scraped,20,https://zh.wikipedia.org/wiki/%E4%B8%AD%E4%B8%96%E7%BA%AA,scraped,14,https://ko.wikipedia.org/wiki/%EC%A4%91%EC%84%B8,scraped,14,https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B8%D0%B5_%D0%B2%D0%B5%D0%BA%D0%B0
T4-04,Age of Discovery,When did the Age of Discovery start?,True,,scraped,21,https://en.wikipedia.org/wiki/Age_of_Discovery,scraped,13,https://zh.wikipedia.org/wiki/%E5%9C%B0%E7%90%86%E5%A4%A7%E5%8F%91%E7%8E%B0,scraped,12,https://ko.wikipedia.org/wiki/%EB%8C%80%ED%95%AD%ED%95%B4%EC%8B%9C%EB%8C%80,scraped,8,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B5_%D0%B3%D0%B5%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%B8%D1%8F
T4-05,Romantic period,When did the Romantic period start?,True,,scraped,18,https://en.wikipedia.org/wiki/Romantic_period,scraped,14,https://zh.wikipedia.org/wiki/%E6%B5%AA%E6%BC%AB%E4%B8%BB%E4%B9%89,scraped,17,https://ko.wikipedia.org/wiki/%EB%82%AD%EB%A7%8C%EC%A3%BC%EC%9D%98,scraped,12,https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D1%82%D0%B8%D0%B7%D0%BC
T4-06,Victorian era,When did the Victorian era start?,True,,scraped,18,https://en.wikipedia.org/wiki/Victorian_era,scraped,14,https://zh.wikipedia.org/wiki/%E7%BB%B4%E5%A4%9A%E5%88%A9%E4%BA%9A%E6%97%B6%E4%BB%A3,scraped,9,https://ko.wikipedia.org/wiki/%EB%B9%85%ED%86%A0%EB%A6%AC%EC%95%84_%EC%8B%9C%EB%8C%80,scraped,5,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%B8%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%8D%D0%BF%D0%BE%D1%85%D0%B0
T4-07,Bronze Age,When did the Bronze Age start?,True,,scraped,15,https://en.wikipedia.org/wiki/Bronze_Age,scraped,9,https://zh.wikipedia.org/wiki/%E9%9D%92%E9%93%9C%E6%97%B6%E4%BB%A3,scraped,9,https://ko.wikipedia.org/wiki/%EC%B2%AD%EB%8F%99%EA%B8%B0_%EC%8B%9C%EB%8C%80,scraped,1,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D0%BD%D0%B7%D0%BE%D0%B2%D1%8B%D0%B9_%D0%B2%D0%B5%D0%BA
T4-08,Iron Age,When did the Iron Age start?,True,,scraped,30,https://en.wikipedia.org/wiki/Iron_Age,scraped,12,https://zh.wikipedia.org/wiki/%E9%93%81%E5%99%A8%E6%97%B6%E4%BB%A3,scraped,6,https://ko.wikipedia.org/wiki/%EC%B2%A0%EA%B8%B0_%EC%8B%9C%EB%8C%80,scraped,8,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D1%8B%D0%B9_%D0%B2%D0%B5%D0%BA
T4-09,French Revolution,When did the French Revolution start?,True,,scraped,13,https://en.wikipedia.org/wiki/French_Revolution,scraped,19,https://zh.wikipedia.org/wiki/%E6%B3%95%E5%9B%BD%E5%A4%A7%E9%9D%A9%E5%91%BD,scraped,13,https://ko.wikipedia.org/wiki/%ED%94%84%EB%9E%91%EC%8A%A4_%ED%98%81%EB%AA%85,scraped,15,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0%D1%8F_%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%81%D0%BA%D0%B0%D1%8F_%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F
T4-10,American Revolution,When did the American Revolution start?,True,,scraped,31,https://en.wikipedia.org/wiki/American_Revolution,scraped,32,https://zh.wikipedia.org/wiki/%E7%BE%8E%E5%9C%8B%E9%9D%A9%E5%91%BD,scraped,7,https://ko.wikipedia.org/wiki/%EB%AF%B8%EA%B5%AD_%EB%8F%85%EB%A6%BD_%ED%98%81%EB%AA%85,scraped,13,https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F
T4-11,Russian Revolution,When did the Russian Revolution start?,True,,scraped,40,https://en.wikipedia.org/wiki/Russian_Revolution,scraped,5,https://zh.wikipedia.org/wiki/1917%E5%B9%B4%E4%BF%84%E5%9B%BD%E9%9D%A9%E5%91%BD,scraped,9,https://ko.wikipedia.org/wiki/%EB%9F%AC%EC%8B%9C%EC%95%84_%ED%98%81%EB%AA%85,scraped,1,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F_1917_%D0%B3%D0%BE%D0%B4%D0%B0_%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8
T4-12,Mexican Revolution,When did the Mexican Revolution start?,True,,scraped,37,https://en.wikipedia.org/wiki/Mexican_Revolution,scraped,2,https://zh.wikipedia.org/wiki/%E5%A2%A8%E8%A5%BF%E5%93%A5%E9%9D%A9%E5%91%BD,scraped,5,https://ko.wikipedia.org/wiki/%EB%A9%95%EC%8B%9C%EC%BD%94_%ED%98%81%EB%AA%85,scraped,3,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F
T4-13,Scientific Revolution,When did the Scientific Revolution start?,True,,scraped,5,https://en.wikipedia.org/wiki/Scientific_Revolution,scraped,9,https://zh.wikipedia.org/wiki/%E7%A7%91%E5%AD%A6%E9%9D%A9%E5%91%BD,scraped,5,https://ko.wikipedia.org/wiki/%EA%B3%BC%ED%95%99_%ED%98%81%EB%AA%85,scraped,8,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F_%D0%B2_%D0%BD%D0%B0%D1%83%D0%BA%D0%B5
T4-14,Reformation,When did the Reformation start?,True,,scraped,16,https://en.wikipedia.org/wiki/Reformation,scraped,13,https://zh.wikipedia.org/wiki/%E5%AE%97%E6%95%99%E6%94%B9%E9%9D%A9,scraped,7,https://ko.wikipedia.org/wiki/%EC%A2%85%EA%B5%90_%EA%B0%9C%ED%98%81,scraped,8,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D1%8F
T4-15,Crusades,When did the Crusades start?,True,,scraped,22,https://en.wikipedia.org/wiki/Crusades,scraped,24,https://zh.wikipedia.org/wiki/%E5%8D%81%E5%AD%97%E8%BB%8D%E6%9D%B1%E5%BE%81,scraped,13,https://ko.wikipedia.org/wiki/%EC%8B%AD%EC%9E%90%EA%B5%B0,scraped,13,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B5%D1%81%D1%82%D0%BE%D0%B2%D1%8B%D0%B5_%D0%BF%D0%BE%D1%85%D0%BE%D0%B4%D1%8B
T4-16,Hundred Years' War,When did the Hundred Years' War start?,True,,scraped,16,https://en.wikipedia.org/wiki/Hundred_Years'_War,scraped,20,https://zh.wikipedia.org/wiki/%E7%99%BE%E5%B9%B4%E6%88%98%E4%BA%89,scraped,16,https://ko.wikipedia.org/wiki/%EB%B0%B1%EB%85%84_%EC%A0%84%EC%9F%81,scraped,8,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%BE%D0%BB%D0%B5%D1%82%D0%BD%D1%8F%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
T4-17,Edo period,When did the Edo period start?,True,,scraped,15,https://en.wikipedia.org/wiki/Edo_period,scraped,13,https://zh.wikipedia.org/wiki/%E6%B1%9F%E6%88%B7%E6%97%B6%E4%BB%A3,scraped,14,https://ko.wikipedia.org/wiki/%EC%97%90%EB%8F%84_%EC%8B%9C%EB%8C%80,scraped,12,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B8%D0%BE%D0%B4_%D0%AD%D0%B4%D0%BE
